step          none      temp        potential_energy  none                none              none          none
     11150  0.00000000  278.113   -176.4239537522    -96.0087337949      0.0000000000   0.339631E+02     6.42
     11155  0.00000000  179.545   -176.4323573998    -96.0155405405      0.0000000000   0.339991E+02    11.98
     11160  0.00000000  200.872   -176.4196585077    -96.0012574122      0.0000000000   0.340651E+02     6.63
     11165  0.00000000  205.988   -176.4234995104    -96.0056240391      0.0000000000   0.341302E+02     8.56
     11170  0.00000000  165.799   -176.4399738860    -96.0212578765      0.0000000000   0.341446E+02     6.69
     11175  0.00000000   95.075   -176.4373252179    -96.0186121493      0.0000000000   0.341205E+02     7.71
     11180  0.00000000  127.297   -176.4396545318    -96.0195299295      0.0000000000   0.341298E+02     7.51
     11185  0.00000000  194.055   -176.4249185652    -96.0043672703      0.0000000000   0.341028E+02     7.49
     11190  0.00000000  267.921   -176.4077804488    -95.9864644623      0.0000000000   0.340613E+02     7.07
     11195  0.00000000  382.293   -176.3765301601    -95.9505662089      0.0000000000   0.340538E+02     8.58
     11200  0.00000000  462.362   -176.3553889252    -95.9225579988      0.0000000000   0.341398E+02     5.99
     11205  0.00000000  504.551   -176.3875038814    -95.9496603517      0.0000000000   0.342699E+02     8.34
     11210  0.00000000  545.704   -176.3629786968    -95.9202559359      0.0000000000   0.344546E+02     9.63
     11215  0.00000000  398.917   -176.4043655177    -95.9613957945      0.0000000000   0.346337E+02     5.78
     11220  0.00000000  241.148   -176.4043573379    -95.9608133060      0.0000000000   0.347177E+02     3.86
     11225  0.00000000  252.696   -176.4054003211    -95.9600095244      0.0000000000   0.346981E+02     2.99
     11230  0.00000000  217.262   -176.4022683163    -95.9573875882      0.0000000000   0.346356E+02     3.05
     11235  0.00000000  185.887   -176.4017596229    -95.9575209749      0.0000000000   0.345484E+02     2.58
     11240  0.00000000  226.802   -176.4015940383    -95.9566316965      0.0000000000   0.344948E+02     3.00
     11245  0.00000000  267.474   -176.4165533238    -95.9697754567      0.0000000000   0.344460E+02     2.14
     11250  0.00000000  213.764   -176.3937515058    -95.9467782361      0.0000000000   0.343530E+02     3.43
     11255  0.00000000  153.983   -176.3852801253    -95.9374188366      0.0000000000   0.343012E+02     3.42
     11260  0.00000000  349.889   -176.3453989120    -95.8909999270      0.0000000000   0.342045E+02     7.49
     11265  0.00000000  465.462   -176.3537130807    -95.8951359132      0.0000000000   0.340913E+02     9.64
     11270  0.00000000  102.008   -176.3477900604    -95.8960575761      0.0000000000   0.339509E+02     9.49
     11275  0.00000000  352.693   -176.3243560422    -95.8652354108      0.0000000000   0.337939E+02     7.27
     11280  0.00000000  249.527   -176.3084185232    -95.8528490862      0.0000000000   0.337269E+02     5.57
     11285  0.00000000 1867.467   -176.2751193898    -95.7702967242      0.0000000000   0.336902E+02     1.57
     11290  0.00000000 1890.364   -175.7693734336    -95.1206251164      0.0000000000   0.331035E+02     1.07
     11295  0.00000000  930.999   -175.7136637988    -95.0560826207      0.0000000000   0.327909E+02     1.28
     11300  0.00000000  653.102   -175.9344786345    -95.2505095790      0.0000000000   0.327535E+02     1.34
     11305  0.00000000 1657.159   -175.9110250855    -95.1572350032      0.0000000000   0.324839E+02     1.11
     11310  0.00000000 2401.383   -175.8767617005    -94.9459550220      0.0000000000   0.321383E+02     1.56
     11315  0.00000000 3125.440   -176.0399618462    -94.8517722264      0.0000000000   0.320329E+02     1.34
     11320  0.00000000 2148.922   -176.1764350629    -94.7950554240      0.0000000000   0.320368E+02     1.56
     11325  0.00000000 1482.152   -176.2156400337    -94.7156779445      0.0000000000   0.321089E+02     2.00
     11330  0.00000000 1331.503   -176.2546226028    -94.6569308538      0.0000000000   0.323780E+02     2.00
     11335  0.00000000 1515.591   -176.2889921291    -94.6031415132      0.0000000000   0.328260E+02     2.45
     11340  0.00000000 2414.052   -176.3513277040    -94.4892776314      0.0000000000   0.334257E+02     1.55
     11345  0.00000000  781.201   -176.4051959935    -94.4773445134      0.0000000000   0.339609E+02     1.34
     11350  0.00000000  236.198   -176.3887090339    -94.4567638494      0.0000000000   0.342023E+02     1.56
     11355  0.00000000  105.390   -176.3716933001    -94.4385054266      0.0000000000   0.343449E+02     1.64
     11360  0.00000000   55.105   -176.3859877627    -94.4521993850      0.0000000000   0.344486E+02     1.11
     11365  0.00000000   35.162   -176.3922287092    -94.4581884020      0.0000000000   0.344892E+02     1.78
     11370  0.00000000   37.783   -176.3796737714    -94.4449556277      0.0000000000   0.344647E+02     2.22
     11375  0.00000000   47.318   -176.3805704859    -94.4450907051      0.0000000000   0.344258E+02     2.66
     11380  0.00000000   98.726   -176.3931143854    -94.4554406294      0.0000000000   0.343834E+02     1.63
     11385  0.00000000  273.343   -176.3899841583    -94.4454665041      0.0000000000   0.343014E+02     1.77
     11390  0.00000000  351.295   -176.3705796618    -94.4191365115      0.0000000000   0.341548E+02     1.33
     11395  0.00000000  165.731   -176.3819180945    -94.4329972240      0.0000000000   0.340829E+02     1.33
     11400  0.00000000  148.898   -176.3901532658    -94.4412772151      0.0000000000   0.341053E+02     1.12
     11405  0.00000000  249.624   -176.3851503689    -94.4334434162      0.0000000000   0.341460E+02     2.23
     11410  0.00000000  293.385   -176.3797667958    -94.4267743037      0.0000000000   0.342207E+02     1.79
     11415  0.00000000  357.139   -176.3898305858    -94.4350086857      0.0000000000   0.343726E+02     2.66
     11420  0.00000000  438.022   -176.3714321761    -94.4146364603      0.0000000000   0.344862E+02     2.67
     11425  0.00000000  535.577   -176.3208906053    -94.3561336502      0.0000000000   0.345905E+02     2.01
     11430  0.00000000  727.579   -176.3519914917    -94.3684515450      0.0000000000   0.347497E+02     3.33
     11435  0.00000000 1936.259   -176.3486924108    -94.2981967397      0.0000000000   0.349124E+02     5.32
     11440  0.00000000 1857.277   -176.3399537524    -94.1868564428      0.0000000000   0.351864E+02     6.96
     11445  0.00000000  992.249   -176.3598399839    -94.1870703138      0.0000000000   0.353708E+02     6.94
     11450  0.00000000 1345.877   -176.3561312677    -94.1251440863      0.0000000000   0.354705E+02    13.79
     11455  0.00000000 1496.539   -176.3530817660    -94.0337064743      0.0000000000   0.357946E+02     7.77
     11460  0.00000000 1598.821   -176.3937606368    -93.9705659038      0.0000000000   0.359929E+02    11.12
     11465  0.00000000 1310.797   -176.4386387891    -93.9248563821      0.0000000000   0.361536E+02     4.00
     11470  0.00000000  756.424   -176.4815034868    -93.9251721391      0.0000000000   0.362547E+02     3.12
     11475  0.00000000  527.450   -176.4968649952    -93.9180448445      0.0000000000   0.361350E+02     2.22
     11480  0.00000000  324.675   -176.4927287907    -93.9051704054      0.0000000000   0.360518E+02     3.78
     11485  0.00000000  404.843   -176.4806607674    -93.8828222049      0.0000000000   0.360232E+02     1.78
     11490  0.00000000  379.692   -176.5040672501    -93.8978471799      0.0000000000   0.358899E+02     3.31
     11495  0.00000000  572.064   -176.5284231773    -93.8988954121      0.0000000000   0.357942E+02     5.33
     11500  0.00000000  423.488   -176.5214650778    -93.8774402446      0.0000000000   0.356326E+02     2.21
     11505  0.00000000  453.819   -176.5314505905    -93.8722073920      0.0000000000   0.355252E+02    14.86
     11510  0.00000000  311.819   -176.5281377565    -93.8618736945      0.0000000000   0.354201E+02     3.11
     11515  0.00000000  203.902   -176.5324748045    -93.8622629123      0.0000000000   0.353117E+02     1.78
     11520  0.00000000  137.473   -176.5385732523    -93.8663632836      0.0000000000   0.353128E+02     2.22
     11525  0.00000000  103.760   -176.5330847199    -93.8605174347      0.0000000000   0.352989E+02     2.50
     11530  0.00000000   92.893   -176.5432833842    -93.8707653855      0.0000000000   0.352818E+02     2.22
     11535  0.00000000  113.870   -176.5476256670    -93.8744708743      0.0000000000   0.353552E+02     2.67
     11540  0.00000000  187.161   -176.5424002733    -93.8676015624      0.0000000000   0.353674E+02     1.56
     11545  0.00000000  225.449   -176.5576474206    -93.8817839712      0.0000000000   0.354039E+02     4.67
     11550  0.00000000  260.895   -176.5587301000    -93.8822194006      0.0000000000   0.354825E+02     4.22
     11555  0.00000000  312.469   -176.5535659377    -93.8762472642      0.0000000000   0.355911E+02     2.67
     11560  0.00000000  370.475   -176.5645078162    -93.8866028817      0.0000000000   0.357961E+02     2.67
     11565  0.00000000  439.100   -176.5829661389    -93.9017905678      0.0000000000   0.359558E+02     1.55
     11570  0.00000000  595.148   -176.6183694191    -93.9275757579      0.0000000000   0.362137E+02     1.78
     11575  0.00000000  689.402   -176.6525470286    -93.9469579789      0.0000000000   0.365293E+02     1.78
     11580  0.00000000  535.828   -176.6244190178    -93.9134759237      0.0000000000   0.368134E+02     1.99
     11585  0.00000000  705.776   -176.5709533821    -93.8452231571      0.0000000000   0.368211E+02     1.99
     11590  0.00000000  687.631   -176.5858129479    -93.8466951298      0.0000000000   0.367177E+02     2.44
     11595  0.00000000  532.049   -176.6279751668    -93.8754373034      0.0000000000   0.368818E+02     3.10
     11600  0.00000000  579.850   -176.6539263826    -93.8839037021      0.0000000000   0.370323E+02     2.30
     11605  0.00000000  677.438   -176.6486044125    -93.8626509075      0.0000000000   0.370021E+02     2.20
     11610  0.00000000  518.570   -176.6288152668    -93.8324920699      0.0000000000   0.369017E+02     2.22
     11615  0.00000000  647.048   -176.6614918700    -93.8452992850      0.0000000000   0.368844E+02     2.22
     11620  0.00000000  504.971   -176.6912716504    -93.8589684183      0.0000000000   0.368717E+02     2.67
     11625  0.00000000  514.718   -176.6825928464    -93.8279626047      0.0000000000   0.367992E+02     6.45
     11630  0.00000000  533.581   -176.6865565922    -93.8045874545      0.0000000000   0.369987E+02     5.76
     11635  0.00000000  464.334   -176.6761010285    -93.7687491514      0.0000000000   0.368721E+02     5.75
     11640  0.00000000  573.166   -176.6994435838    -93.7709793002      0.0000000000   0.370149E+02     6.89
     11645  0.00000000  682.342   -176.7063083596    -93.7598471330      0.0000000000   0.370334E+02     6.90
     11650  0.00000000  587.313   -176.6972071033    -93.7328651896      0.0000000000   0.370694E+02     4.44
     11655  0.00000000  529.492   -176.6766847840    -93.6987279048      0.0000000000   0.370490E+02     4.92
     11660  0.00000000  515.709   -176.6896610444    -93.6958592783      0.0000000000   0.371534E+02    10.98
     11665  0.00000000  512.565   -176.7066232159    -93.6988701357      0.0000000000   0.371225E+02     7.10
     11670  0.00000000  277.001   -176.6757026556    -93.6636669090      0.0000000000   0.371146E+02     3.08
     11675  0.00000000  445.047   -176.6905991472    -93.6663164144      0.0000000000   0.372503E+02    10.43
     11680  0.00000000  223.669   -176.7080570505    -93.6815232696      0.0000000000   0.372882E+02     7.09
     11685  0.00000000  416.277   -176.6798168170    -93.6423418870      0.0000000000   0.372655E+02     7.97
     11690  0.00000000  262.743   -176.7080043894    -93.6710980687      0.0000000000   0.373928E+02     6.87
     11695  0.00000000  282.137   -176.6891391402    -93.6494636412      0.0000000000   0.373659E+02     9.09
     11700  0.00000000  341.175   -176.7047810794    -93.6596582747      0.0000000000   0.374050E+02     8.05
     11705  0.00000000  467.613   -176.7251572058    -93.6715999949      0.0000000000   0.374117E+02     5.40
     11710  0.00000000  922.672   -176.7155803259    -93.6425506563      0.0000000000   0.375108E+02     3.55
     11715  0.00000000  570.982   -176.7151470458    -93.6327543399      0.0000000000   0.375059E+02     3.33
     11720  0.00000000  597.843   -176.7551452111    -93.6519879244      0.0000000000   0.374324E+02     8.63
     11725  0.00000000 1497.170   -176.7444186360    -93.5856367226      0.0000000000   0.375588E+02     8.63
     11730  0.00000000 1431.994   -176.7208102401    -93.5106420562      0.0000000000   0.376285E+02     7.54
     11735  0.00000000  293.463   -176.6986917133    -93.4736707316      0.0000000000   0.379754E+02     5.09
     11740  0.00000000  667.728   -176.7193397480    -93.4529337191      0.0000000000   0.379635E+02     6.94
     11745  0.00000000   79.796   -176.7128323721    -93.4430280057      0.0000000000   0.379525E+02     5.62
     11750  0.00000000  121.444   -176.7173747305    -93.4356423955      0.0000000000   0.380256E+02     9.10
     11755  0.00000000  800.370   -176.7142903976    -93.4038470280      0.0000000000   0.379417E+02     5.99
     11760  0.00000000  252.521   -176.7440574764    -93.4409464785      0.0000000000   0.378118E+02     6.27
     11765  0.00000000  222.026   -176.7231579307    -93.4133820942      0.0000000000   0.377768E+02     7.33
     11770  0.00000000 1493.422   -176.7182948393    -93.3462730442      0.0000000000   0.376992E+02    11.55
     11775  0.00000000 1150.386   -176.7189231517    -93.3154343922      0.0000000000   0.376209E+02     8.42
